_id,Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits,Citation Numbers,POC Dates,All Visit Dates,Inspection Visit Dates,Inspect TypeA,Inspect TypeB,Other Visit Dates,Other TypeA,Other TypeB,Complaint Type A,Complaint Type B,Total Allegations,Inconclusive Allegations,Substantiated Allegations,Unsubstantiated Allegations,Unfounded Allegations,Latitude,Longitude
5edfda4348e5dd0bc85a85a3,RESIDENTIAL CARE ELDERLY,197608297,BELLA VISTA,ROBSAG INC,"BAKER"","" IAN",(626) 794-4103,1760 N FAIR OAKS AVE,PASADENA,CA,91103,LOS ANGELES,28,72,LICENSED,6/1/2012,false,9/23/2019,2,8,2,12,"87705(l)(2)"","" 87705(f)(1)"","" 87705(j)"","" 87303(a)"","" 874556(b)(7)"","" 87555(a)","05/08/2019"","" 05/08/2019"","" 05/09/2019"","" 05/24/2019"","" 06/28/2017"","" 03/23/2017","09/23/2019"","" 05/08/2019"","" 01/19/2018"","" 10/24/2017"","" 10/10/2017"","" 06/27/2017"","" 06/02/2017"","" 05/03/2017"","" 04/11/2017"","" 03/16/2017"","" 03/16/2017"","" 07/01/2016","05/03/2017"","" 05/08/2019",false,false,"06/27/2017"","" 03/16/2017",3,3,false,false,13,5,false,8,false,34.175999,-118.150227
5edfda4348e5dd0bc85a85a4,RESIDENTIAL CARE ELDERLY,15600413,BELLAKEN GARDEN,"BELLAKEN HEALTH GROUP"",""INC",BELINDA LEUNG,(510) 536-1838,2780 26TH AVENUE,OAKLAND,CA,94601,ALAMEDA,15,58,LICENSED,2/24/2000,false,6/4/2018,3,false,true,4,87608(a)(5)(B),6/28/2016,"03/05/2020"","" 06/04/2018"","" 10/12/2017"","" 06/21/2016","03/05/2020"","" 06/04/2018"","" 06/21/2016",true,false,10/12/2017,false,false,false,false,false,false,false,false,false,37.793249,-122.221143
5edfda4348e5dd0bc85a85a5,RESIDENTIAL CARE ELDERLY,198601659,BELLFLOWER CHRISTIAN RETIREMENT CENTER,ROSEVILLE LLC,JOSE M. MARQUEZ,(562) 804-4700,9349 ROSE STREET,BELLFLOWER,CA,90706,LOS ANGELES,28,70,ON PROBATION,3/22/2014,false,3/6/2019,4,26,32,62,"87555(b)(27)"","" 87555(b)(23)"","" 87307(d)2"","" 87303(a)"","" 87207"","" 87405(d)(5)"","" 1569.625(c)(6)"","" 87303(b)(1)"","" 87466"","" 87555(b)(9)"","" 87555(b)(23)"","" 8755(b)(27)"","" 87309(a)"","" 87555(b)(26)"","" 87303(a)"","" 87411(c)(1)"","" 87705(c)(1)"","" 87458(b)(1)"","" 87303(a)"","" 87555(b)27"","" 87465(a)(5)"","" 87365(a)(5)"","" 87555(b)9"","" 87468.1(a)"","" H&S 1569.38(b)"","" H&S 1569.38(b)"","" H&S 1569.38(b)"","" H&S 1569.38(a)"","" HS 1569.3683"","" 87468(a)(2)"","" 87705 (c) (1)"","" 87411)f)"","" 87411(f)"","" 87705 (c) (1)"","" 87465(i)"","" 87468(a)(14)"","" W&IC15630"","" 87309(a)"","" 87465(e) "","" 87465(c)(2)"","" 87465(h)(2) "","" 87303(a)"","" 87303(a)"","" 87303(c)"","" 87303(a)"","" 87411(a)"","" 87211(1)(D)"","" 87468(a)(1)"","" 87468(a)(14)"","" 87303(a)"","" 87217(i)"","" 87224(a)"","" 87724(f)"","" 87307(3)(f)"","" 87303(a)"","" 87303(a)"","" 87468(a)(1)"","" 87211 (a)(1)(d)"","" 87468(a)(2)"","" 87303(f)(3)"","" 87464(f)(2)"","" 87303(a)"","" 87303(c)"","" 87303(a)"","" 87303(a)"","" 87506(a)"","" 87219(f)"","" 87412(c)"","" 87411(f)"","" 87555(b)(17)"","" 87303(a)"","" 87468(a)(15)"","" 87303(e)(2)"","" 87555(b)(26)"","" 87307(a)(3)(c)"","" 87303(a)"","" 87303(a)"","" 87303(a)"","" 87303(e)(5)"","" 87303"","" 87457(C)"","" 87506(a)"","" 87303(a)"","" 87307(a)(3)(c)"","" 87303(a)"","" H&S 1569.38(b)"","" H&S 1569.38(b)"","" 87217(i)"","" 87464(f)(2)"","" 87555(b)(26)"","" 87458(b)(1)"","" 87468(b)"","" 87507(e)"","" H&S 1569.157"","" H&S1569.158"","" 1569.38(a)"","" 87507"","" 87211(a)(1)(B)"","" 87458(B)(1)"","" 87411(c)(1)"","" 87411(f)"","" 87506(A)"","" 87219(f)"","" 87458(a)"","" 87303(a)"","" 87303(a)"","" 87303(a)"","" 87555(b)(6)"","" 87303(a)"","" 1569.605"","" 1569.618"","" 1569.625(c)(6)"","" 87303(a) "","" 87411(a) "","" H&S 1569.33"","" 1569.618(b)","03/30/2017"","" 03/30/2017"","" 02/21/2017"","" 11/23/2016"","" 05/06/2016"","" 05/06/2016"","" 05/06/2016"","" 02/02/2016"","" 09/14/2015"","" 02/22/2017"","" 02/22/2017"","" 02/24/2017"","" 02/15/2017"","" 02/17/2017"","" 02/22/2017"","" 02/08/2016"","" 03/05/2016"","" 02/19/2016"","" 02/17/2016"","" 02/05/2016"","" 02/17/2016"","" 02/17/2016"","" 02/10/2016"","" 03/05/2019"","" 08/29/2016"","" 08/03/2016"","" 08/03/2016"","" 08/02/2016"","" 05/23/2016"","" 05/20/2016"","" 05/20/2016"","" 05/20/2016"","" 05/13/2016"","" 04/28/2016"","" 04/28/2016"","" 04/28/2016"","" 05/03/2016"","" 04/28/2016"","" 02/02/2016"","" 02/02/2016"","" 01/27/2016"","" 03/29/2019"","" 03/29/2019"","" 03/29/2019"","" 11/01/2017"","" 11/08/2017"","" 08/17/2017"","" 08/17/2017"","" 03/06/2017"","" 02/21/2017"","" 02/21/2017"","" 02/21/2017"","" 02/21/2017"","" 11/23/2016"","" 11/23/2016"","" 11/23/2016"","" 06/17/2016"","" 09/14/2015"","" 09/17/2015"","" 02/17/2017"","" 02/21/2017"","" 03/15/2017"","" 02/17/2017"","" 02/21/2017"","" 02/21/2017"","" 02/19/2016"","" 02/19/2016"","" 02/19/2016"","" 02/19/2016"","" 02/26/2016"","" 02/12/2016"","" 02/05/2016"","" 02/10/2016"","" 02/10/2016"","" 02/10/2016"","" 02/12/2016"","" 02/03/2016"","" 02/12/2016"","" 02/10/2016"","" 03/13/2019"","" 03/11/2019"","" 03/11/2019"","" 07/12/2017"","" 07/12/2017"","" 07/02/2017"","" 05/09/2017"","" 05/01/2017"","" 03/24/2017"","" 03/24/2017"","" 07/28/2016"","" 06/30/2016"","" 06/30/2016"","" 06/30/2016"","" 05/26/2016"","" 05/26/2016"","" 05/26/2016"","" 05/13/2016"","" 04/29/2016"","" 05/13/2016"","" 05/13/2016"","" 05/13/2016"","" 05/13/2016"","" 05/13/2016"","" 05/13/2016"","" 03/07/2016"","" 03/07/2016"","" 02/22/2016"","" 02/19/2016"","" 02/19/2016"","" 03/04/2016"","" 02/02/2016"","" 02/09/2016"","" 02/05/2016"","" 02/02/2016"","" 01/28/2016"","" 02/02/2016","05/21/2019"","" 03/06/2019"","" 03/04/2019"","" 03/04/2019"","" 01/18/2019"","" 09/26/2018"","" 08/29/2018"","" 08/22/2018"","" 06/21/2018"","" 04/19/2018"","" 03/07/2018"","" 01/31/2018"","" 11/01/2017"","" 11/01/2017"","" 10/12/2017"","" 08/10/2017"","" 07/05/2017"","" 05/18/2017"","" 05/08/2017"","" 05/08/2017"","" 04/28/2017"","" 03/29/2017"","" 03/29/2017"","" 03/22/2017"","" 03/16/2017"","" 03/03/2017"","" 02/15/2017"","" 02/14/2017"","" 02/14/2017"","" 02/14/2017"","" 10/27/2016"","" 10/27/2016"","" 09/22/2016"","" 09/16/2016"","" 08/25/2016"","" 08/02/2016"","" 07/21/2016"","" 06/02/2016"","" 06/02/2016"","" 05/19/2016"","" 05/19/2016"","" 05/05/2016"","" 05/05/2016"","" 05/05/2016"","" 04/28/2016"","" 04/27/2016"","" 03/03/2016"","" 02/23/2016"","" 02/19/2016"","" 02/08/2016"","" 02/05/2016"","" 02/05/2016"","" 02/05/2016"","" 02/03/2016"","" 02/02/2016"","" 01/26/2016"","" 01/22/2016"","" 12/22/2015"","" 09/14/2015"","" 07/24/2015"","" 07/24/2015"","" 07/08/2015","03/06/2019"","" 01/18/2019"","" 02/05/2016"","" 02/03/2016",14,20,"05/21/2019"","" 03/04/2019"","" 09/26/2018"","" 03/07/2018"","" 10/12/2017"","" 07/05/2017"","" 05/18/2017"","" 05/08/2017"","" 05/08/2017"","" 04/28/2017"","" 03/22/2017"","" 02/15/2017"","" 02/14/2017"","" 09/22/2016"","" 09/16/2016"","" 08/25/2016"","" 08/02/2016"","" 07/21/2016"","" 06/02/2016"","" 05/19/2016"","" 05/19/2016"","" 05/05/2016"","" 05/05/2016"","" 04/28/2016"","" 04/27/2016"","" 03/03/2016"","" 02/19/2016"","" 02/08/2016"","" 02/05/2016"","" 02/05/2016"","" 01/26/2016"","" 12/22/2015",18,37,9,18,44,13,22,9,false,33.87005,-118.134306
5edfda4348e5dd0bc85a85a6,RESIDENTIAL CARE ELDERLY,107206861,BELMAR VILLA,BELMAR VILLA LLC,HRIPSIME MAKARYAN,(559) 486-5977,2020 NORTH WEBER AVENUE,FRESNO,CA,93705,FRESNO,24,100,LICENSED,9/1/2014,false,3/12/2020,3,25,7,35,"87411(a)"","" 1569.49(c)(3)"","" 87411(a)"","" 87465(a)(5)"","" 87303(a)"","" 87211(a)(1)(D)","10/04/2019"","" 10/04/2019"","" 06/20/2019"","" 10/16/2015"","" 11/16/2015"","" 10/04/2019","12/17/2019"","" 11/19/2019"","" 10/16/2019"","" 10/16/2019"","" 09/09/2019"","" 07/19/2019"","" 06/12/2019"","" 06/11/2019"","" 06/11/2019"","" 06/06/2019"","" 04/24/2019"","" 04/24/2019"","" 03/29/2019"","" 03/29/2019"","" 03/29/2019"","" 02/22/2019"","" 12/14/2018"","" 09/20/2018"","" 09/19/2018"","" 05/02/2018"","" 05/02/2018"","" 03/21/2018"","" 07/11/2017"","" 07/11/2017"","" 07/11/2017"","" 02/02/2017"","" 09/08/2016"","" 08/03/2016"","" 07/27/2016"","" 11/03/2015"","" 11/03/2015"","" 10/29/2015"","" 10/15/2015"","" 10/15/2015"","" 10/15/2015","12/17/2019"","" 09/19/2018"","" 07/11/2017",false,false,"11/19/2019"","" 09/09/2019"","" 06/12/2019"","" 04/24/2019"","" 02/22/2019"","" 09/20/2018"","" 10/29/2015",false,true,4,true,44,true,5,13,25,36.769365,-119.833051
5edfda4348e5dd0bc85a85a7,RESIDENTIAL CARE ELDERLY,19200721,BELMONT VILLAGE ALBANY,BELMONT VILLAGE BERKELEY LLC; BELMONT THREE LLC,"MOROS"","" MICHELLE",(510) 525-4554,1100 SAN PABLO AVE,ALBANY,CA,94706,ALAMEDA,15,225,LICENSED,7/6/2017,false,6/4/2020,true,5,9,15,"87465(a)(1)"","" 87468.1(a)(8)"","" 87355(a)"","" 87467(a)(3)","03/09/2019"","" 03/09/2019"","" 03/22/2019"","" 02/28/2020","05/01/2020"","" 02/18/2020"","" 01/09/2020"","" 11/01/2019"","" 07/09/2019"","" 03/21/2019"","" 03/08/2019"","" 03/08/2019"","" 01/28/2019"","" 01/28/2019"","" 10/12/2017"","" 09/27/2017"","" 07/06/2017"","" 07/06/2017"","" 06/21/2017",7/9/2019,false,false,"05/01/2020"","" 02/18/2020"","" 01/09/2020"","" 11/01/2019"","" 03/21/2019"","" 10/12/2017"","" 07/06/2017"","" 07/06/2017"","" 06/21/2017",true,true,2,false,8,false,2,4,2,37.883644,-122.296989
5edfda4348e5dd0bc85a85a8,RESIDENTIAL CARE ELDERLY,306005563,BELMONT VILLAGE ALISO VIEJO,BMSH I BELMONT AV GP LLC; BELMONT THREE LLC,"HARNESS"","" SARAH",(949) 643-1050,300 FREEDOM LN,ALISO VIEJO,CA,92656,ORANGE,22,180,LICENSED,2/22/2019,false,10/28/2019,true,false,8,9,false,false,"02/20/2020"","" 10/28/2019"","" 10/28/2019"","" 06/20/2019"","" 06/20/2019"","" 05/23/2019"","" 05/23/2019"","" 02/14/2019"","" 02/06/2019",2/20/2020,false,false,"10/28/2019"","" 10/28/2019"","" 06/20/2019"","" 06/20/2019"","" 05/23/2019"","" 05/23/2019"","" 02/14/2019"","" 02/06/2019",false,false,false,false,false,false,false,false,false,33.576205,-117.730364
5edfda4348e5dd0bc85a85a9,RESIDENTIAL CARE ELDERLY,197608468,BELMONT VILLAGE BURBANK,BELMONT VILLAGE BURBANK TENANT; BELMONT THREE LLC,"RODRIGUEZ"","" MARY JANE",(818) 972-2405,455 E ANGELENO AVE,BURBANK,CA,91501,LOS ANGELES,31,160,LICENSED,6/1/2013,false,7/8/2019,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,34.184762,-118.30405
5edfda4348e5dd0bc85a85aa,RESIDENTIAL CARE ELDERLY,197609518,BELMONT VILLAGE CALABASAS,BELMONT VILLAGE CALABASAS LLC; BELMONT THREE LLC,"NELSON"","" NANCY",(818) 222-2600,24141 VENTURA BLVD,CALABASAS,CA,91302,LOS ANGELES,29,165,LICENSED,3/23/2018,false,1/31/2020,true,8,5,14,"87615(a)(3)"","" 87411(a)"","" 87411(a)"","" 87465(a)(5)"","" 87608(a)(5)(B)"","" 87468.1(a)(16)"","" 87208(a)"","" 87463(a)(3)"","" 1569.625(b)."","" 87211(a)(1)(D)"","" 87633(a)(4)","02/03/2020"","" 07/21/2018"","" 04/25/2019"","" 04/25/2019"","" 03/18/2019"","" 02/07/2020"","" 02/07/2020"","" 02/07/2020"","" 05/01/2019"","" 05/03/2019"","" 03/18/2019","01/31/2020"","" 01/31/2020"","" 01/31/2020"","" 01/31/2020"","" 09/24/2019"","" 07/17/2019"","" 04/24/2019"","" 03/16/2019"","" 01/24/2019"","" 07/20/2018"","" 07/20/2018"","" 06/29/2018"","" 06/01/2018"","" 03/09/2018",3/16/2019,false,false,"01/31/2020"","" 04/24/2019"","" 01/24/2019"","" 06/01/2018"","" 03/09/2018",3,4,2,2,8,false,4,4,false,34.153328,-118.654256
5edfda4348e5dd0bc85a85ab,RESIDENTIAL CARE ELDERLY,374603231,BELMONT VILLAGE CARDIFF,BELMONT VILLAGE CARDIFF TENANT & LP; BELMONT THREE,SHERYL JOHNSTON,(760) 436-8900,3535 MANCHESTER AVE,CARDIFF BY THE SEA,CA,92007,SAN DIEGO,8,175,LICENSED,8/1/2012,false,2/13/2020,3,6,4,13,"87465(g)"","" 87705(f)(1)"","" 87466"","" 87303(a)"","" 87705(f)(2)","02/28/2020"","" 01/20/2020"","" 02/25/2020"","" 08/12/2019"","" 08/12/2019","01/28/2020"","" 07/15/2019"","" 08/08/2018"","" 07/12/2018"","" 03/13/2018"","" 01/09/2018"","" 01/09/2018"","" 08/08/2017"","" 08/08/2017"","" 11/22/2016"","" 04/14/2016"","" 09/15/2015"","" 08/23/2015","07/15/2019"","" 03/13/2018"","" 04/14/2016",false,false,"01/09/2018"","" 01/09/2018"","" 08/08/2017"","" 08/08/2017",false,2,true,true,8,2,2,3,true,33.020508,-117.256682
5edfda4348e5dd0bc85a85ac,RESIDENTIAL CARE ELDERLY,197608466,BELMONT VILLAGE ENCINO,BELMONT VILLAGE ENCINO TENANT; BELMONT THREE LLC,"DRACHENBERG"","" CYNTIA",(818) 788-8870,15451 VENTURA BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,29,150,LICENSED,6/1/2013,false,5/5/2020,2,8,16,26,"87705(c)(5)(A)"","" 87355(s)(2)"","" 87464(f)(1)"","" 87465(a)(5)"","" 87466"","" 87355(e)(2)"","" 87465(a)(5)"","" 87465(a)(5)"","" 87468(a)(2)"","" 87468(a)(1)"","" 87307(a)(2)(C)"","" 87468(a)(1) ","01/28/2019"","" 10/30/2017"","" 03/12/2020"","" 02/07/2020"","" 10/28/2019"","" 05/31/2019"","" 02/28/2019"","" 11/03/2018"","" 07/13/2015"","" 07/01/2016"","" 11/01/2019"","" 12/09/2016","03/11/2020"","" 02/05/2020"","" 02/05/2020"","" 01/24/2020"","" 01/24/2020"","" 12/17/2019"","" 11/14/2019"","" 10/24/2019"","" 06/25/2019"","" 05/30/2019"","" 02/26/2019"","" 01/24/2019"","" 01/24/2019"","" 11/01/2018"","" 05/10/2018"","" 12/01/2017"","" 10/28/2017"","" 07/28/2017"","" 02/24/2017"","" 12/02/2016"","" 06/24/2016"","" 06/24/2016"","" 06/24/2016"","" 04/20/2016"","" 02/18/2016"","" 07/10/2015","10/28/2017"","" 05/30/2019",true,false,"03/11/2020"","" 02/05/2020"","" 01/24/2020"","" 12/17/2019"","" 11/14/2019"","" 10/24/2019"","" 06/25/2019"","" 02/26/2019"","" 11/01/2018"","" 05/10/2018"","" 07/28/2017"","" 02/24/2017"","" 12/02/2016"","" 06/24/2016"","" 04/20/2016"","" 07/10/2015",7,2,true,true,11,3,2,4,2,34.154731,-118.470619
5edfda4348e5dd0bc85a85ad,RESIDENTIAL CARE ELDERLY,197608467,BELMONT VILLAGE HOLLYWOOD,BELMONT VILLAGE HOLLYWOOD TENANT; BELMONT THREE,"YOUNG"","" ALLYSON L",(323) 874-7711,2051 N HIGHLAND AVE,LOS ANGELES,CA,90068,LOS ANGELES,31,150,LICENSED,6/1/2013,false,4/28/2020,2,12,8,22,"87465(a)(1)"","" 87705(f)"","" 87555(b)(23)"","" 87465(a)(5)"","" 87468(a)(2)"","" 87411(a)"","" 87211(a)(2)"","" 87303(a)"","" 87303(e)(5)"","" 87466"","" 87468 (a) (2)","07/30/2018"","" 02/16/2018"","" 02/16/2018"","" 07/23/2019"","" 07/26/2018"","" 07/30/2018"","" 01/12/2016"","" 02/23/2018"","" 02/23/2018"","" 02/08/2017"","" 01/12/2016","04/28/2020"","" 02/20/2020"","" 07/22/2019"","" 06/24/2019"","" 06/24/2019"","" 06/10/2019"","" 12/08/2018"","" 10/10/2018"","" 07/26/2018"","" 07/26/2018"","" 07/26/2018"","" 05/11/2018"","" 02/21/2018"","" 02/15/2018"","" 08/25/2017"","" 04/26/2017"","" 03/23/2017"","" 02/01/2017"","" 02/01/2017"","" 11/15/2016"","" 06/08/2016"","" 01/11/2016","02/15/2018"","" 06/10/2019",2,2,"07/22/2019"","" 07/26/2018"","" 02/21/2018"","" 08/25/2017"","" 02/01/2017"","" 02/01/2017"","" 06/08/2016"","" 01/11/2016",4,2,true,false,19,2,true,16,false,34.10806,-118.33738
5edfda4348e5dd0bc85a85ae,RESIDENTIAL CARE ELDERLY,198601646,BELMONT VILLAGE RANCHO PALOS VERDES,BELMONT VILLAGE RPV LLC; BELMONT THREE LLC,"LAMM OBERG"","" RUTH",(310) 377-9977,5701 CRESTRIDGE RD,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,11,150,LICENSED,6/1/2013,false,4/13/2020,true,10,2,13,"87465(a)(1)"","" 87608(5)(A)"","" 87633(b)(4)(A)","05/12/2018"","" 06/11/2019"","" 10/31/2018","11/22/2019"","" 11/14/2019"","" 09/20/2019"","" 08/06/2019"","" 06/08/2019"","" 04/19/2019"","" 04/19/2019"","" 04/19/2019"","" 04/19/2019"","" 01/24/2019"","" 05/11/2018"","" 05/11/2018"","" 05/04/2018",6/8/2019,false,false,"11/14/2019"","" 08/06/2019",true,false,true,false,23,false,2,21,false,33.768478,-118.375632
5edfda4348e5dd0bc85a85af,RESIDENTIAL CARE ELDERLY,374603279,BELMONT VILLAGE SABRE SPRINGS,BELMONT VILLAGE SABRE SPR TNNT & LP; BELMONT THREE,INAN LINTON,(858) 486-5020,13075 EVENING CREEK DR S,SAN DIEGO,CA,92128,SAN DIEGO,8,184,LICENSED,8/1/2012,false,1/28/2020,2,2,11,15,"87303(e)(2)"","" 87309(a)"","" 87465(c)(2)"","" 87705(f)(2)"","" 87303(e)(2)"","" 87705(f)(1)"","" 87468.1(a)(1)"","" 87455(c)(2)"","" 87411(a) "","" 87303(e)(5)"","" 87608(a)(3)"","" 8744(C)(1)"","" 87465(c)(3)","08/23/2019"","" 09/15/2017"","" 09/15/2017"","" 09/15/2017"","" 09/15/2017"","" 09/15/2017"","" 02/25/2020"","" 12/19/2018"","" 09/04/2015"","" 08/29/2019"","" 10/02/2017"","" 10/02/2017"","" 10/02/2017","01/28/2020"","" 09/27/2019"","" 09/17/2019"","" 08/22/2019"","" 01/18/2019"","" 11/21/2018"","" 11/21/2018"","" 08/08/2018"","" 08/08/2018"","" 12/07/2017"","" 09/28/2017"","" 09/14/2017"","" 09/14/2017"","" 08/08/2017"","" 09/23/2016","08/08/2017"","" 08/22/2019",false,false,"09/27/2019"","" 09/17/2019"","" 01/18/2019"","" 11/21/2018"","" 08/08/2018"","" 08/08/2018"","" 12/07/2017"","" 09/28/2017"","" 09/14/2017"","" 09/14/2017"","" 09/23/2016",6,4,false,2,8,false,3,false,5,32.955462,-117.097687
5edfda4348e5dd0bc85a85b0,RESIDENTIAL CARE ELDERLY,435202350,BELMONT VILLAGE SAN JOSE,BELMONT VILLAGE SAN JOSE TNNT & LP; BELMONT THREE,GILDA DEOCARES,(408) 984-4767,500 S WINCHESTER BLVD,SAN JOSE,CA,95128,SANTA CLARA,26,150,LICENSED,6/1/2013,false,2/4/2020,2,36,22,60,"87411(a)"","" 87411(a)"","" 87411(h)"","" 87465(a)(5) "","" 87705(f)(2)"","" 87555(b)(7) "","" 87465(a)(5)"","" 87465(h)(6)"","" 87555(b)(8)"","" 87465(a)(5)"","" 87705(c)(4)"","" 87705(j)"","" 87465(g) "","" 87705(c)(4)"","" 87303(a)"","" 87303(a)"","" 87303(a) "","" 87224(d)"","" 87705(c)(5)(A) "","" W&I 15630"","" 87468(a)(1) "","" 87705(c)(5)","04/28/2018"","" 06/01/2017"","" 05/27/2017"","" 05/27/2017"","" 02/17/2017"","" 05/12/2016"","" 05/12/2016"","" 06/12/2015"","" 02/22/2018"","" 07/13/2016"","" 07/13/2016"","" 07/13/2016"","" 01/16/2016"","" 07/29/2015"","" 03/15/2017"","" 01/10/2017"","" 12/08/2016"","" 05/18/2016"","" 05/20/2016"","" 02/17/2017"","" 02/08/2017"","" 05/18/2016","02/04/2020"","" 09/10/2019"","" 08/05/2019"","" 07/25/2019"","" 07/08/2019"","" 07/08/2019"","" 06/14/2019"","" 03/19/2019"","" 12/11/2018"","" 12/03/2018"","" 09/06/2018"","" 08/24/2018"","" 07/24/2018"","" 07/24/2018"","" 07/24/2018"","" 07/23/2018"","" 05/30/2018"","" 04/27/2018"","" 04/27/2018"","" 03/20/2018"","" 03/20/2018"","" 03/02/2018"","" 03/02/2018"","" 02/21/2018"","" 02/21/2018"","" 11/17/2017"","" 09/20/2017"","" 08/16/2017"","" 07/13/2017"","" 06/28/2017"","" 06/01/2017"","" 05/26/2017"","" 05/26/2017"","" 03/09/2017"","" 03/09/2017"","" 03/09/2017"","" 02/23/2017"","" 02/08/2017"","" 02/08/2017"","" 01/06/2017"","" 01/06/2017"","" 12/21/2016"","" 12/08/2016"","" 12/08/2016"","" 11/21/2016"","" 10/06/2016"","" 07/12/2016"","" 05/11/2016"","" 05/11/2016"","" 05/11/2016"","" 05/11/2016"","" 05/11/2016"","" 05/11/2016"","" 03/11/2016"","" 01/15/2016"","" 07/29/2015"","" 07/21/2015"","" 06/11/2015"","" 06/11/2015"","" 06/11/2015","02/21/2018"","" 06/14/2019",true,false,"02/04/2020"","" 09/10/2019"","" 08/05/2019"","" 07/25/2019"","" 03/19/2019"","" 12/11/2018"","" 12/03/2018"","" 09/06/2018"","" 08/24/2018"","" 05/30/2018"","" 02/21/2018"","" 11/17/2017"","" 07/13/2017"","" 02/08/2017"","" 12/08/2016"","" 11/21/2016"","" 10/06/2016"","" 07/12/2016"","" 05/11/2016"","" 01/15/2016"","" 07/29/2015"","" 07/21/2015",5,3,8,5,53,9,14,13,17,37.318259,-121.949502
5edfda4348e5dd0bc85a85b1,RESIDENTIAL CARE ELDERLY,435202351,BELMONT VILLAGE SUNNYVALE,BELMONT VILLAGE SUNNYVALE TNNT & LP; BELMONT THREE,"SINGH"","" RADHIKA",(408) 720-8498,1039 E EL CAMINO REAL,SUNNYVALE,CA,94087,SANTA CLARA,26,150,LICENSED,4/1/2013,false,5/2/2019,3,5,9,17,"87465(c)(3)"","" 87705(c)(5)","04/19/2018"","" 01/31/2017","05/02/2019"","" 01/31/2019"","" 08/09/2018"","" 05/29/2018"","" 04/10/2018"","" 03/29/2018"","" 09/21/2017"","" 09/08/2017"","" 09/08/2017"","" 07/24/2017"","" 06/27/2017"","" 03/28/2017"","" 01/18/2017"","" 09/15/2016"","" 09/15/2016"","" 01/15/2016"","" 01/06/2016","05/02/2019"","" 04/10/2018"","" 03/29/2018",false,true,"01/31/2019"","" 08/09/2018"","" 09/08/2017"","" 07/24/2017"","" 06/27/2017"","" 03/28/2017"","" 01/18/2017"","" 01/15/2016"","" 01/06/2016",false,true,false,false,7,true,2,true,3,37.352872,-122.005639
5edfda4348e5dd0bc85a85b2,RESIDENTIAL CARE ELDERLY,565802433,BELMONT VILLAGE THOUSAND OAKS,BMSH I BELMONT TO GP LLC; BELMONT THREE LLC,KEITH PAYNE,(805) 496-9301,3680 N MOORPARK RD,THOUSAND OAKS,CA,91360,VENTURA,29,158,LICENSED,6/23/2017,false,5/8/2019,true,4,9,14,"87555(b)(23)"","" 87465(h)(6)","01/31/2018"","" 05/22/2019","08/22/2019"","" 05/09/2019"","" 05/08/2019"","" 04/26/2018"","" 04/12/2018"","" 03/13/2018"","" 02/07/2018"","" 01/17/2018"","" 01/17/2018"","" 01/17/2018"","" 12/19/2017"","" 09/06/2017"","" 06/01/2017"","" 05/25/2017",5/8/2019,false,false,"08/22/2019"","" 05/09/2019"","" 04/26/2018"","" 04/12/2018"","" 03/13/2018"","" 02/07/2018"","" 09/06/2017"","" 06/01/2017"","" 05/25/2017",false,true,false,true,6,false,true,5,false,34.229703,-118.870568
5edfda4348e5dd0bc85a85b3,RESIDENTIAL CARE ELDERLY,197608291,BELMONT VILLAGE WESTWOOD,BELMONT VILLAGE WESTWOOD TNNT; BELMONT VILLAGE LP,"ARP"","" JAMES",(310) 475-7501,10475 WILSHIRE BLVD,LOS ANGELES,CA,90024,LOS ANGELES,11,240,LICENSED,5/1/2012,false,10/24/2019,true,false,true,2,87303(e)(2),4/6/2019,"10/24/2019"","" 04/05/2019",4/5/2019,false,false,10/24/2019,true,false,false,false,false,false,false,false,false,34.065351,-118.431536
